PokemonsName	TrainersName	CurrentLevel	primaryType	secondaryType
Surskit	Cipher Peon♂ Nore	32	8	2
Yanma	Cipher Peon♂ Nore	50	8	18
Forretress	Cipher Peon♂ Nore	51	8	11
Ninjask	Cipher Peon♂ Nore	55	8	18
Masquerain	Cipher Peon♂ Nore	52	8	18
Yanma	Cipher Peon♂ Nore	50	8	18
Forretress	Cipher Peon♂ Nore	51	8	11
Ninjask	Cipher Peon♂ Nore	55	8	18
Masquerain	Cipher Peon♂ Nore	52	8	18
Beautifly	Cipher Peon♂ Nore	54	8	18
Kadabra	Cipher Peon♀ Remil	42	14	NULL
Swellow	Cipher Peon♀ Remil	43	1	18
Kecleon	Cipher Peon♀ Remil	43	1	NULL
Vibrava	Cipher Peon♀ Remil	50	6	10
Kadabra	Cipher Peon♀ Remil	57	14	NULL
Swellow	Cipher Peon♀ Remil	58	1	18
Kecleon	Cipher Peon♀ Remil	58	1	NULL
Vibrava	Cipher Peon♀ Remil	50	6	10
Kadabra	Cipher Peon♀ Remil	57	14	NULL
Swellow	Cipher Peon♀ Remil	58	1	18
Kecleon	Cipher Peon♀ Remil	58	1	NULL
Quagsire	Cipher Peon♀ Remil	58	2	6
Muk	Cipher Peon♂ Rosso	45	7	NULL
Grumpig	Cipher Peon♂ Rosso	44	14	NULL
Muk	Cipher Peon♂ Rosso	55	7	NULL
Grumpig	Cipher Peon♂ Rosso	54	14	NULL
Breloom	Cipher Peon♂ Rosso	53	3	13
Quilava	Cipher Peon♂ Rosso	50	5	NULL
Muk	Cipher Peon♂ Rosso	63	7	NULL
Grumpig	Cipher Peon♂ Rosso	62	14	NULL
Breloom	Cipher Peon♂ Rosso	61	3	13
Quilava	Cipher Peon♂ Rosso	50	5	NULL
Spheal	Cipher Peon♀ Sema	34	17	2
Lileep	Cipher Peon♀ Sema	32	4	3
Dustox	Cipher Peon♀ Sema	33	8	7
Sealeo	Cipher Peon♀ Sema	40	17	2
Lileep	Cipher Peon♀ Sema	39	4	3
Dustox	Cipher Peon♀ Sema	38	8	7
Shroomish	Cipher Peon♂ Silton	34	3	NULL
Cacnea	Cipher Peon♂ Silton	34	3	NULL
Wynaut	Cipher Peon♂ Skrub	37	14	NULL
Clamperl	Cipher Peon♂ Skrub	38	2	NULL
Geodude	Cipher Peon♂ Skrub	38	4	6
Hitmontop	Cipher Peon♂ Skrub	50	13	NULL
Wobbuffet	Cipher Peon♂ Skrub	42	14	NULL
Clamperl	Cipher Peon♂ Skrub	43	2	NULL
Graveler	Cipher Peon♂ Skrub	44	4	6
Hitmontop	Cipher Peon♂ Skrub	50	13	NULL
Wobbuffet	Cipher Peon♂ Skrub	42	14	NULL
Clamperl	Cipher Peon♂ Skrub	43	2	NULL
Graveler	Cipher Peon♂ Skrub	44	4	6
Medicham	Cipher Peon♂ Skrub	41	13	14
Wobbuffet	Cipher Peon♂ Skrub	53	14	NULL
Huntail	Cipher Peon♂ Skrub	51	2	NULL
Golem	Cipher Peon♂ Skrub	52	4	6
Hitmontop	Cipher Peon♂ Skrub	50	13	NULL
Wobbuffet	Cipher Peon♂ Skrub	53	14	NULL
Huntail	Cipher Peon♂ Skrub	51	2	NULL
Golem	Cipher Peon♂ Skrub	52	4	6
Medicham	Cipher Peon♂ Skrub	50	13	14
Cradily	Cipher Peon♂ Ston	48	4	3
Vileplume	Cipher Peon♂ Ston	48	3	7
Cacturne	Cipher Peon♂ Ston	49	3	12
Tropius	Cipher Peon♂ Ston	50	3	18
Cradily	Cipher Peon♂ Ston	48	4	3
Vileplume	Cipher Peon♂ Ston	48	3	7
Cacturne	Cipher Peon♂ Ston	49	3	12
Sceptile	Cipher Peon♂ Ston	49	3	NULL
Linoone	Cipher Peon♀ Tanie	38	1	NULL
Vigoroth	Cipher Peon♀ Tanie	38	1	NULL
Granbull	Cipher Peon♀ Tanie	50	16	NULL
Linoone	Cipher Peon♀ Tanie	42	1	NULL
Vigoroth	Cipher Peon♀ Tanie	44	1	NULL
Granbull	Cipher Peon♀ Tanie	50	16	NULL
Linoone	Cipher Peon♀ Tanie	42	1	NULL
Vigoroth	Cipher Peon♀ Tanie	44	1	NULL
Delcatty	Cipher Peon♀ Tanie	43	1	NULL
Pupitar	Cipher Peon♀ Vana	40	4	6
Zubat	Cipher Peon♀ Vana	40	7	18
Swablu	Cipher Peon♀ Vana	40	1	18
Forretress	Cipher Peon♀ Vana	50	8	11
Pupitar	Cipher Peon♀ Vana	56	4	6
Golbat	Cipher Peon♀ Vana	56	7	18
Swablu	Cipher Peon♀ Vana	58	1	18
Forretress	Cipher Peon♀ Vana	50	8	11
Pupitar	Cipher Peon♀ Vana	56	4	6
Golbat	Cipher Peon♀ Vana	56	7	18
Swablu	Cipher Peon♀ Vana	58	1	18
Mawile	Cipher Peon♀ Vana	57	11	16
Muk	Cipher Peon♂ Verde	45	7	NULL
Grumpig	Cipher Peon♂ Verde	44	14	NULL
Muk	Cipher Peon♂ Verde	55	7	NULL
Grumpig	Cipher Peon♂ Verde	54	14	NULL
Sharpedo	Cipher Peon♂ Verde	53	2	12
Bayleef	Cipher Peon♂ Verde	50	3	NULL
Muk	Cipher Peon♂ Verde	63	7	NULL
Grumpig	Cipher Peon♂ Verde	62	14	NULL
Sharpedo	Cipher Peon♂ Verde	61	2	12
Bayleef	Cipher Peon♂ Verde	50	3	NULL
Golduck	Cipher Peon♂ Angic	33	2	NULL
Hitmontop	Cipher Peon♂ Angic	33	13	NULL
Hariyama	Cipher Peon♂ Angic	34	13	NULL
Venomoth	Cipher Peon♂ Angic	50	8	7
Weepinbell	Cipher Peon♂ Angic	50	3	7
Crobat	Cipher Peon♀ Bastil	35	7	18
Seviper	Cipher Peon♀ Bastil	35	7	NULL
Chimecho	Cipher Peon♀ Bastil	34	14	NULL
Masquerain	Cipher Peon♀ Bastil	34	8	18
Horsea	Cipher Peon♂ Blusix	11	2	NULL
Goldeen	Cipher Peon♂ Blusix	12	2	NULL
Spheal	Cipher Peon♂ Blusix	50	17	2
Horsea	Cipher Peon♂ Blusix	11	2	NULL
Goldeen	Cipher Peon♂ Blusix	12	2	NULL
Beldum	Cipher Peon♂ Blusix	11	11	14
Horsea	Cipher Peon♂ Blusix	20	2	NULL
Goldeen	Cipher Peon♂ Blusix	20	2	NULL
Beldum	Cipher Peon♂ Blusix	19	11	14
Kingdra	Cipher Peon♂ Blusix	50	2	10
Seaking	Cipher Peon♂ Blusix	50	2	NULL
Metagross	Cipher Peon♂ Blusix	50	11	14
Hoothoot	Cipher Peon♂ Browsix	14	1	18
Baltoy	Cipher Peon♂ Browsix	50	6	14
Hoothoot	Cipher Peon♂ Browsix	14	1	18
Slakoth	Cipher Peon♂ Browsix	15	1	NULL
Noctowl	Cipher Peon♂ Browsix	20	1	18
Vigoroth	Cipher Peon♂ Browsix	20	1	NULL
Noctowl	Cipher Peon♂ Browsix	50	1	18
Slaking	Cipher Peon♂ Browsix	50	1	NULL
Carvanha	Cipher Peon♂ Cabol	50	2	12
Magnemite	Cipher Peon♂ Cabol	15	9	11
Psyduck	Cipher Peon♂ Cabol	15	2	NULL
Remoraid	Cipher Peon♂ Cabol	16	2	NULL
Duskull	Cipher Peon♀ Corla	14	15	NULL
Skitty	Cipher Peon♀ Corla	14	1	NULL
Snorunt	Cipher Peon♂ Crink	14	17	NULL
Barboach	Cipher Peon♂ Crink	14	2	6
Abra	Cipher Peon♂ Digor	17	14	NULL
Machop	Cipher Peon♂ Digor	16	13	NULL
Feebas	Cipher Peon♂ Digor	16	2	NULL
Makuhita	Cipher Peon♂ Digor	16	13	NULL
Gulpin	Cipher Peon♀ Dilly	19	7	NULL
Mareep	Cipher Peon♀ Dilly	19	9	NULL
Luvdisc	Cipher Peon♀ Dilly	20	2	NULL
Bellossom	Cipher Peon♀ Dilly	20	3	NULL
Furret	Cipher Peon♂ Edios	19	1	NULL
Zigzagoon	Cipher Peon♂ Edios	20	1	NULL
Togetic	Cipher Peon♂ Edios	19	16	18
Delibird	Cipher Peon♂ Edios	21	17	18
Hoothoot	Cipher Peon♂ Egrog	25	1	18
Graveler	Cipher Peon♂ Egrog	26	4	6
Gulpin	Cipher Peon♂ Egrog	26	7	NULL
Seel	Cipher Peon♂ Egrog	50	2	NULL
Kirlia	Cipher Peon♀ Eloin	22	14	16
Linoone	Cipher Peon♀ Eloin	20	1	NULL
Natu	Cipher Peon♀ Eloin	50	14	18
Doduo	Cipher Peon♂ Elox	20	1	18
Tentacool	Cipher Peon♂ Elox	18	2	7
Chimecho	Cipher Peon♂ Elox	20	14	NULL
Poochyena	Cipher Peon♂ Ertlig	22	12	NULL
Magnemite	Cipher Peon♂ Ertlig	21	9	11
Staryu	Cipher Peon♂ Ertlig	21	2	NULL
Absol	Cipher Peon♂ Ertlig	21	12	NULL
Seviper	Cipher Peon♀ Exinn	20	7	NULL
Snorunt	Cipher Peon♀ Exinn	50	17	NULL
Golbat	Cipher Peon♀ Exinn	22	7	18
Mightyena	Cipher Peon♀ Exinn	21	12	NULL
Pelipper	Cipher Peon♀ Ezin	23	2	18
Electrike	Cipher Peon♀ Ezin	23	9	NULL
Spearow	Cipher Peon♀ Ezin	50	1	18
Shuppet	Cipher Peon♀ Ezoor	21	15	NULL
Teddiursa	Cipher Peon♀ Ezoor	21	1	NULL
Corsola	Cipher Peon♀ Ezoor	21	2	4
Chimecho	Cipher Peon♂ Faltly	23	14	NULL
Stantler	Cipher Peon♂ Faltly	23	1	NULL
Grimer	Cipher Peon♂ Faltly	50	7	NULL
Remoraid	Cipher Peon♀ Fasin	22	2	NULL
Golbat	Cipher Peon♀ Fasin	22	7	18
Roselia	Cipher Peon♀ Fasin	50	3	7
Kadabra	Cipher Peon♂ Feldas	22	14	NULL
Flaaffy	Cipher Peon♂ Feldas	22	9	NULL
Vigoroth	Cipher Peon♂ Feldas	21	1	NULL
Ralts	Cipher Peon♂ Feldas	50	14	16
Goldeen	Cipher Peon♂ Fenton	21	2	NULL
Carvanha	Cipher Peon♂ Fenton	21	2	12
Koffing	Cipher Peon♂ Fenton	21	7	NULL
Mightyena	Cipher Peon♂ Fenton	21	12	NULL
Chimecho	Cipher Peon♂ Flipis	31	14	NULL
Kecleon	Cipher Peon♂ Flipis	30	1	NULL
Noctowl	Cipher Peon♂ Flipis	30	1	18
Mightyena	Cipher Peon♂ Flipis	29	12	NULL
Duskull	Cipher Peon♂ Forgs	21	15	NULL
Corphish	Cipher Peon♂ Forgs	20	2	NULL
Qwilfish	Cipher Peon♂ Forgs	21	2	7
Kadabra	Cipher Peon♂ Fostin	22	14	NULL
Sneasel	Cipher Peon♂ Fostin	22	12	17
Misdreavus	Cipher Peon♂ Fostin	22	15	NULL
Meowth	Cipher Peon♂ Fostin	50	1	NULL
Machoke	Cipher Peon♂ Fudler	31	13	NULL
Golem	Cipher Peon♂ Fudler	31	4	6
Forretress	Cipher Peon♂ Fudler	31	8	11
Mantine	Cipher Peon♂ Fudler	32	2	18
Crobat	Cipher Peon♂ Fudler	31	7	18
Murkrow	Cipher Peon♂ Gonrag	22	12	18
Pineco	Cipher Peon♂ Gonrag	50	8	NULL
Ariados	Cipher Peon♂ Gonrag	22	8	7
Shellder	Cipher Peon♂ Gorog	50	2	NULL
Rhyhorn	Cipher Peon♂ Gorog	29	6	4
Swalot	Cipher Peon♂ Gorog	29	7	NULL
Golbat	Cipher Peon♂ Gorog	29	7	18
Sharpedo	Cipher Peon♂ Gorog	30	2	12
Absol	Cipher Peon♂ Grason	35	12	NULL
Ninjask	Cipher Peon♂ Grason	34	8	18
Sandslash	Cipher Peon♂ Grason	37	6	NULL
Mawile	Cipher Peon♂ Grason	35	11	16
Torkoal	Cipher Peon♂ Greck	22	5	NULL
Nuzleaf	Cipher Peon♂ Greck	23	3	12
Swinub	Cipher Peon♂ Greck	50	17	6
Lotad	Cipher Peon♂ Greesix	8	2	3
Oddish	Cipher Peon♂ Greesix	9	3	7
Cacnea	Cipher Peon♂ Greesix	9	3	NULL
Shroomish	Cipher Peon♂ Greesix	9	3	NULL
Pineco	Cipher Peon♂ Greesix	9	8	NULL
Seedot	Cipher Peon♂ Greesix	50	3	NULL
Lotad	Cipher Peon♂ Greesix	8	2	3
Oddish	Cipher Peon♂ Greesix	9	3	7
Cacnea	Cipher Peon♂ Greesix	9	3	NULL
Shroomish	Cipher Peon♂ Greesix	9	3	NULL
Pineco	Cipher Peon♂ Greesix	9	8	NULL
Lotad	Cipher Peon♂ Greesix	19	2	3
Oddish	Cipher Peon♂ Greesix	18	3	7
Cacnea	Cipher Peon♂ Greesix	18	3	NULL
Shroomish	Cipher Peon♂ Greesix	19	3	NULL
Pineco	Cipher Peon♂ Greesix	20	8	NULL
Lombre	Cipher Peon♂ Greesix	50	2	3
Vileplume	Cipher Peon♂ Greesix	50	3	7
Cacturne	Cipher Peon♂ Greesix	50	3	12
Breloom	Cipher Peon♂ Greesix	50	3	13
Forretress	Cipher Peon♂ Greesix	50	8	11
Lanturn	Cipher Peon♂ Geftal	41	2	9
Magneton	Cipher Peon♂ Geftal	41	9	11
Lickitung	Cipher Peon♂ Geftal	50	1	NULL
Minun	Cipher Peon♀ Grezle	30	9	NULL
Beautifly	Cipher Peon♀ Grezle	30	8	18
Ledian	Cipher Peon♀ Grezle	28	8	18
Illumise	Cipher Peon♀ Grezle	31	8	NULL
Banette	Cipher Peon♂ Gromlet	40	15	NULL
Sableye	Cipher Peon♂ Gromlet	40	12	15
Dusclops	Cipher Peon♂ Gromlet	40	15	NULL
Crobat	Cipher Peon♂ Gromlet	44	7	18
Wailord	Cipher Peon♂ Gromlet	44	2	NULL
Houndoom	Cipher Peon♂ Grupel	37	12	5
Ninetales	Cipher Peon♂ Grupel	37	5	NULL
Vileplume	Cipher Peon♂ Grupel	34	3	7
Magmar	Cipher Peon♂ Grupel	50	5	NULL
Pinsir	Cipher Peon♂ Grupel	50	8	NULL
Masquerain	Cipher Peon♀ Haben	33	8	18
Dunsparce	Cipher Peon♀ Haben	33	1	NULL
Roselia	Cipher Peon♀ Haben	33	3	7
Spinda	Cipher Peon♀ Haben	33	1	NULL
Seviper	Cipher Peon♂ Humah	29	7	NULL
Murkrow	Cipher Peon♂ Humah	29	12	18
Paras	Cipher Peon♂ Humah	50	8	3
Growlithe	Cipher Peon♂ Humah	50	5	NULL
Plusle	Cipher Peon♀ Ibsol	30	9	NULL
Dustox	Cipher Peon♀ Ibsol	30	8	7
Xatu	Cipher Peon♀ Ibsol	31	14	18
Volbeat	Cipher Peon♀ Ibsol	30	8	NULL
Delibird	Cipher Peon♂ Jargo	36	17	18
Grumpig	Cipher Peon♂ Jargo	36	14	NULL
Swalot	Cipher Peon♂ Jargo	35	7	NULL
Relicanth	Cipher Peon♂ Jargo	35	2	4
Golduck	Cipher Peon♂ Jargo	37	2	NULL
Quagsire	Cipher Peon♂ Jargo	35	2	6
Doduo	Cipher Peon♀ Javion	13	1	18
Taillow	Cipher Peon♀ Javion	14	1	18
Yanma	Cipher Peon♀ Jaymi	39	8	18
Roselia	Cipher Peon♀ Jaymi	37	3	7
Smeargle	Cipher Peon♀ Jaymi	39	1	NULL
Vileplume	Cipher Peon♀ Jaymi	37	3	7
Altaria	Cipher Peon♀ Jaymi	40	10	18
Roselia	Cipher Peon♀ Jelstin	32	3	7
Hoppip	Cipher Peon♀ Jelstin	32	3	18
Masquerain	Cipher Peon♀ Jelstin	31	8	18
Bellossom	Cipher Peon♀ Jelstin	32	3	NULL
Volbeat	Cipher Peon♂ Kapen	20	8	NULL
Spoink	Cipher Peon♂ Kapen	21	14	NULL
Illumise	Cipher Peon♂ Kapen	20	8	NULL
Seviper	Cipher Peon♂ Kapen	21	7	NULL
Wailmer	Cipher Peon♂ Kapen	22	2	NULL
Medicham	Cipher Peon♂ Karbon	38	13	14
Golem	Cipher Peon♂ Karbon	38	4	6
Xatu	Cipher Peon♂ Karbon	38	14	18
Hitmonchan	Cipher Peon♂ Karbon	50	13	NULL
Mightyena	Cipher Peon♀ Kimly	35	12	NULL
Stantler	Cipher Peon♀ Kimly	34	1	NULL
Zangoose	Cipher Peon♀ Kimly	37	1	NULL
Sharpedo	Cipher Peon♀ Kimly	35	2	12
Sunflora	Cipher Peon♀ Kimly	34	3	NULL
Shuckle	Cipher Peon♂ Kleef	44	8	4
Blissey	Cipher Peon♂ Kleef	42	1	NULL
Weezing	Cipher Peon♂ Kleef	41	7	NULL
Absol	Cipher Peon♀ Kleto	30	12	NULL
Smeargle	Cipher Peon♀ Kleto	31	1	NULL
Donphan	Cipher Peon♀ Kleto	30	6	NULL
Ampharos	Cipher Peon♀ Kleto	31	9	NULL
Tentacruel	Cipher Peon♀ Kleto	31	2	7
Glalie	Cipher Peon♂ Kolax	41	17	NULL
Ampharos	Cipher Peon♂ Kolax	44	9	NULL
Breloom	Cipher Peon♂ Kolax	42	3	13
Donphan	Cipher Peon♂ Kolax	44	6	NULL
Dugtrio	Cipher Peon♂ Kolax	50	6	NULL
Camerupt	Cipher Peon♂ Kolest	37	5	6
Weezing	Cipher Peon♂ Kolest	37	7	NULL
Muk	Cipher Peon♂ Kolest	38	7	NULL
Rapidash	Cipher Peon♂ Kolest	50	5	NULL
Magcargo	Cipher Peon♂ Kolest	50	5	4
Cacturne	Cipher Peon♀ Kolin	37	3	12
Ninetales	Cipher Peon♀ Kolin	37	5	NULL
Torkoal	Cipher Peon♀ Kolin	37	5	NULL
Mantine	Cipher Peon♀ Kolin	37	2	18
Tropius	Cipher Peon♀ Kolin	35	3	18
Clamperl	Cipher Peon♀ Kollo	31	2	NULL
Octillery	Cipher Peon♀ Kollo	31	2	NULL
Lanturn	Cipher Peon♀ Kollo	31	2	9
Relicanth	Cipher Peon♀ Kollo	32	2	4
Stantler	Cipher Peon♀ Leden	41	1	NULL
Exploud	Cipher Peon♀ Leden	41	1	NULL
Scyther	Cipher Peon♀ Leden	50	8	18
Chansey	Cipher Peon♀ Leden	50	1	NULL
Electrode	Cipher Peon♂ Litnar	34	9	NULL
Misdreavus	Cipher Peon♂ Litnar	34	15	NULL
Claydol	Cipher Peon♂ Litnar	36	6	14
Kangaskhan	Cipher Peon♂ Litnar	50	1	NULL
Banette	Cipher Peon♂ Litnar	50	15	NULL
Sneasel	Cipher Peon♂ Lobar	20	12	17
Yanma	Cipher Peon♂ Lobar	19	8	18
Misdreavus	Cipher Peon♂ Lobar	20	15	NULL
Duskull	Cipher Peon♂ Lobar	50	15	NULL
Beedrill	Cipher Peon♂ Lok	50	8	7
Furret	Cipher Peon♂ Lok	30	1	NULL
Togetic	Cipher Peon♂ Lok	31	16	18
Pidgeotto	Cipher Peon♂ Lok	50	1	18
Natu	Cipher Peon♀ Meda	16	14	18
Nincada	Cipher Peon♀ Meda	14	8	6
Wailmer	Cipher Peon♀ Meda	15	2	NULL
Spinarak	Cipher Peon♀ Mesin	20	8	7
Beautifly	Cipher Peon♀ Mesin	19	8	18
Dustox	Cipher Peon♀ Mesin	20	8	7
Vulpix	Cipher Peon♀ Mesin	50	5	NULL
Corphish	Cipher Peon♂ Mocor	18	2	NULL
Electrike	Cipher Peon♂ Mocor	17	9	NULL
Grimer	Cipher Peon♂ Mocor	18	7	NULL
Beldum	Cipher Peon♂ Naps	18	11	14
Murkrow	Cipher Peon♂ Naps	18	12	18
Slakoth	Cipher Peon♂ Naps	18	1	NULL
Rhyhorn	Cipher Peon♂ Naps	18	6	4
Swinub	Cipher Peon♀ Nexir	14	17	6
Shuppet	Cipher Peon♀ Nexir	13	15	NULL
Spinarak	Cipher Peon♀ Nexir	50	8	7
Jigglypuff	Cipher Peon♀ Nopia	17	1	16
Chimecho	Cipher Peon♀ Nopia	17	14	NULL
Dunsparce	Cipher Peon♀ Nopia	16	1	NULL
Sudowoodo	Cipher Peon♀ Pellim	20	4	NULL
Clamperl	Cipher Peon♀ Pellim	21	2	NULL
Grumpig	Cipher Peon♂ Petro	39	14	NULL
Skarmory	Cipher Peon♂ Petro	39	11	18
Metang	Cipher Peon♂ Petro	39	11	14
Hariyama	Cipher Peon♂ Petro	39	13	NULL
Hitmonlee	Cipher Peon♂ Petro	50	13	NULL
Grimer	Cipher Peon♂ Purpsix	10	7	NULL
Tentacool	Cipher Peon♂ Purpsix	10	2	7
Koffing	Cipher Peon♂ Purpsix	11	7	NULL
Gulpin	Cipher Peon♂ Purpsix	50	7	NULL
Grimer	Cipher Peon♂ Purpsix	10	7	NULL
Tentacool	Cipher Peon♂ Purpsix	10	2	7
Koffing	Cipher Peon♂ Purpsix	11	7	NULL
Zubat	Cipher Peon♂ Purpsix	10	7	18
Grimer	Cipher Peon♂ Purpsix	20	7	NULL
Tentacool	Cipher Peon♂ Purpsix	20	2	7
Koffing	Cipher Peon♂ Purpsix	20	7	NULL
Zubat	Cipher Peon♂ Purpsix	20	7	18
Muk	Cipher Peon♂ Purpsix	50	7	NULL
Tentacruel	Cipher Peon♂ Purpsix	50	2	7
Weezing	Cipher Peon♂ Purpsix	50	7	NULL
Golbat	Cipher Peon♂ Purpsix	50	7	18
Slugma	Cipher Peon♂ Resix	14	5	NULL
Houndour	Cipher Peon♂ Resix	50	12	5
Slugma	Cipher Peon♂ Resix	14	5	NULL
Numel	Cipher Peon♂ Resix	14	5	6
Slugma	Cipher Peon♂ Resix	20	5	NULL
Numel	Cipher Peon♂ Resix	20	5	6
Magcargo	Cipher Peon♂ Resix	50	5	4
Camerupt	Cipher Peon♂ Resix	50	5	6
Carvanha	Cipher Peon♂ Rett	18	2	12
Barboach	Cipher Peon♂ Rett	17	2	6
Qwilfish	Cipher Peon♂ Rixor	19	2	7
Rhyhorn	Cipher Peon♂ Rixor	20	6	4
Chinchou	Cipher Peon♂ Rixor	20	2	9
Koffing	Cipher Peon♂ Rixor	20	7	NULL
Huntail	Cipher Peon♂ Smarton	27	2	NULL
Cacnea	Cipher Peon♂ Smarton	27	3	NULL
Teddiursa	Cipher Peon♂ Smarton	27	1	NULL
Koffing	Cipher Peon♂ Smarton	27	7	NULL
Huntail	Cipher Peon♂ Smarton	36	2	NULL
Cacturne	Cipher Peon♂ Smarton	35	3	12
Weezing	Cipher Peon♂ Smarton	35	7	NULL
Ursaring	Cipher Peon♂ Smarton	35	1	NULL
Arbok	Cipher Peon♂ Smarton	50	7	NULL
Shedinja	Cipher Peon♂ Snidle	31	8	15
Wobbuffet	Cipher Peon♂ Snidle	30	14	NULL
Vibrava	Cipher Peon♂ Snidle	35	6	10
Magneton	Cipher Peon♂ Snidle	50	9	11
Ralts	Cipher Peon♂ Solox	15	14	16
Voltorb	Cipher Peon♂ Solox	16	9	NULL
Bagon	Cipher Peon♂ Solox	16	10	NULL
Numel	Cipher Peon♂ Solox	50	5	6
Ninetales	Cipher Peon♀ Targ	30	5	NULL
Jumpluff	Cipher Peon♀ Targ	30	3	18
Azumarill	Cipher Peon♀ Targ	32	2	16
Tangela	Cipher Peon♀ Targ	50	3	NULL
Butterfree	Cipher Peon♀ Targ	50	8	18
Kecleon	Cipher Peon♂ Torkin	19	1	NULL
Surskit	Cipher Peon♂ Torkin	21	8	2
Makuhita	Cipher Peon♂ Torkin	50	13	NULL
Chinchou	Cipher Peon♂ Yellosix	11	2	9
Electrike	Cipher Peon♂ Yellosix	12	9	NULL
Mareep	Cipher Peon♂ Yellosix	50	9	NULL
Chinchou	Cipher Peon♂ Yellosix	11	2	9
Electrike	Cipher Peon♂ Yellosix	12	9	NULL
Magnemite	Cipher Peon♂ Yellosix	11	9	11
Chinchou	Cipher Peon♂ Yellosix	20	2	9
Electrike	Cipher Peon♂ Yellosix	20	9	NULL
Magnemite	Cipher Peon♂ Yellosix	20	9	11
Lanturn	Cipher Peon♂ Yellosix	50	2	9
Manectric	Cipher Peon♂ Yellosix	50	9	NULL
Magneton	Cipher Peon♂ Yellosix	50	9	11
Kadabra	Clown Lee	33	14	NULL
Kadabra	Clown Lee	44	14	NULL
Ambipom	Clown Lee	44	1	NULL
Alakazam	Clown Lee	50	14	NULL
Ambipom	Clown Lee	50	1	NULL
Alakazam	Clown Lee	56	14	NULL
Ambipom	Clown Lee	56	1	NULL
Lombre	Collector Edwin	14	2	3
Nuzleaf	Collector Edwin	14	3	12
Lombre	Collector Edwin	26	2	3
Nuzleaf	Collector Edwin	26	3	12
Lombre	Collector Edwin	29	2	3
Nuzleaf	Collector Edwin	29	3	12
Lombre	Collector Edwin	32	2	3
Nuzleaf	Collector Edwin	32	3	12
Ludicolo	Collector Edwin	35	2	3
Shiftry	Collector Edwin	35	3	12
Seviper	Collector HectorR	20	7	NULL
Zangoose	Collector HectorS	20	1	NULL
Zangoose	Collector Ed	30	1	NULL
Seviper	Collector Ed	30	7	NULL
Lombre	Collector Edwin	14	2	3
Nuzleaf	Collector Edwin	14	3	12
Lombre	Collector Edwin	26	2	3
Nuzleaf	Collector Edwin	26	3	12
Lombre	Collector Edwin	29	2	3
Nuzleaf	Collector Edwin	29	3	12
Lombre	Collector Edwin	32	2	3
Nuzleaf	Collector Edwin	32	3	12
Ludicolo	Collector Edwin	35	2	3
Shiftry	Collector Edwin	35	3	12
Zangoose	Collector Hector	18	1	NULL
Seviper	Collector Hector	18	7	NULL
Ponyta	Collector Brady	22	5	NULL
Ponyta	Collector Brady	20	5	NULL
Ponyta	Collector Brady	24	5	NULL
Geodude	Collector Dominique	17	4	6
Geodude	Collector Dominique	18	4	6
Geodude	Collector Dominique	19	4	6
Roselia	Collector Douglas	20	3	7
Roselia	Collector Douglas	22	3	7
Roselia	Collector Douglas	24	3	7
Sudowoodo	Collector Edwin	19	4	NULL
Sudowoodo	Collector Edwin	19	4	NULL
Sudowoodo	Collector Edwin	19	4	NULL
Clefairy	Collector Eugene	20	16	NULL
Clefairy	Collector Eugene	20	16	NULL
Clefairy	Collector Eugene	20	16	NULL
Hippopotas	Collector Ivan	28	6	NULL
Hippopotas	Collector Ivan	28	6	NULL
Hippopotas	Collector Ivan	34	6	NULL
Hippopotas	Collector Ivan	51	6	NULL
Hippopotas	Collector Ivan	53	6	NULL
Hippopotas	Collector Ivan	52	6	NULL
Buizel	Collector Jamal	21	2	NULL
Buizel	Collector Jamal	21	2	NULL
Buizel	Collector Jamal	24	2	NULL
Gastly	Collector Terry	12	15	7
Gastly	Collector Terry	13	15	7
Gastly	Collector Terry	17	15	7
Skorupi	Collector Brady	21	7	8
Carnivine	Collector Brady	21	3	NULL
Tangela	Collector Brady	21	3	NULL
Tropius	Collector Brady	21	3	18
Croagunk	Collector Brady	21	7	13
Yanma	Collector Brady	21	8	18
Umbreon	Collector Dean	27	12	NULL
Espeon	Collector Dean	27	14	NULL
Jolteon	Collector Douglas	24	9	NULL
Flareon	Collector Douglas	24	5	NULL
Vaporeon	Collector Douglas	24	2	NULL
Munchlax	Collector Edwin	25	1	NULL
Feebas	Collector Eugene	28	2	NULL
Heracross	Collector Fernando	25	8	13
Togetic	Collector Ivan	35	16	18
Togekiss	Collector Ivan	54	16	18
Porygon	Collector Jamal	27	1	NULL
Gible	Collector Terry	22	10	6
Lombre	Collector Edwin	15	2	3
Nuzleaf	Collector Edwin	15	3	12
Lombre	Collector Edwin	25	2	3
Nuzleaf	Collector Edwin	25	3	12
Ludicolo	Collector Edwin	39	2	3
Shiftry	Collector Edwin	39	3	12
Ludicolo	Collector Edwin	43	2	3
Shiftry	Collector Edwin	43	3	12
Ludicolo	Collector Edwin	49	2	3
Shiftry	Collector Edwin	49	3	12
Seviper	Collector HectorOR	24	7	NULL
Zangoose	Collector HectorAS	24	1	NULL
Ledian	Collector Andrew	28	8	18
Pinsir	Collector Andrew	29	8	NULL
Munchlax	Collector Bryan	13	1	NULL
Bagon	Collector Bryan	14	10	NULL
Gabite	Collector Kawika	31	10	6
Pachirisu	Colosseum Leader Taylor	50	9	NULL
